S,E,累计确诊,治愈人数,死亡人数
7029308572.8064575,319746859.9836505,10459958.786922308,221626013.76340318,4062773.65956335
7029306738.731576,319270556.9523362,10444273.98627672,222115047.48110232,4067561.8487053127
7029304907.407384,318794963.4154914,10428617.430786014,222603347.8884197,4072342.857915339
7029303078.828927,318320078.31712013,10412988.847927475,223090916.30589905,4077116.7001230353
7029301252.991298,317845900.6027579,10397387.976465277,223577754.0413429,4081883.388133256
7029299429.889635,317372429.219471,10381814.565919913,224063862.39034024,4086642.9346312718
7029297609.519121,316899663.1158564,10366268.37606267,224549242.63676935,4091395.3521876927
7029295791.874982,316427601.24204123,10350749.176433977,225033896.05327716,4096140.653263161
7029293976.952482,315956242.549682,10335256.745884473,225517823.90173593,4100878.8502128227
7029292164.746926,315485585.9919643,10319790.87213776,226001027.43367854,4105609.9552905895
7029290355.253655,315015630.5236016,10304351.351373797,226483507.8907133,4110333.980653201
7029288548.468047,314546375.1008349,10288937.98783194,226965266.50491938,4115050.938364096
7029286744.385512,314077818.68143165,10273550.593432747,227446304.49922353,4119760.8403971
7029284943.001496,313609960.22468466,10258188.987417622,227926623.08775926,4124463.6986399433
7029283144.311474,313142798.69141144,10242852.996005472,228406223.47620907,4129159.5248976112
7029281348.310952,312676333.04395294,10227542.452065581,228885106.86213073,4133848.3308955384
7029279554.995468,312210562.2461724,10212257.194805913,229363274.43526807,4138530.1282826536
7029277764.360585,311745485.26345444,10196997.069476135,229840727.3778475,4143204.92863428
7029275976.401895,311281101.06270343,10181761.927084662,230317466.86486036,4147872.743454902
7029274191.115013,310817408.61234254,10166551.624129053,230793494.06433222,4152533.584180801
7029272408.4955845,310354406.8823124,10151366.02233914,231268810.13757947,4157187.4621825693
7029270628.539274,309892094.8440697,10136204.988432268,231743416.23945397,4161834.3887675023
7029268851.241774,309430471.4705858,10121068.393880108,232217313.51857623,4166474.3751818845
7029267076.598795,308969535.73634523,10105956.114686467,232690503.1175577,4171107.432613165
7029265304.606073,308509286.61734426,10090868.031175576,233162986.1732126,4175733.5721920314
7029263535.259363,308049723.09108955,10075804.02779039,233634763.81675997,4180352.8049943885
7029261768.554441,307590844.13659644,10060763.992900394,234105837.1740163,4184965.1420432427
